"restaurant";"type";"prix";"nom";"description"
"Maison Kayser - Diderot";;"4,5";"Tarte abricot pistache";"Crème d'amande à la pistache et abricots rôtis sur une base de pâte sucrée"
"Maison Kayser - Diderot";"sandwich";"5,5";"Sandwich thon";"Pain ciabatta à l'huile d'olive, thon mayonnaise, tomates et batavia \"sandwich froid\".\n Allergènes: Gluten, moutarde, œuf, poisson et sésame."
"Maison Kayser - Diderot";"drink";"3,5";"Coca Cola zero";"50 cl."
"Maison Kayser - Diderot";"drink";"3,5";"Coca Cola light";"50 cl."
"Maison Kayser - Diderot";;"3,3";"Sac en coton";"Maison Kayser, Sac vendu dans son pochon pour qu'il trouve toujours une petite place dans un sac à main ou la poche d'un manteau."
"Maison Kayser - Diderot";"salad";"4,5";"Salade de fruits";"Mangez 5 fruits par jour qui ont un bon goût d'épices, c'est possible!"
"Maison Kayser - Diderot";"salad";"8,5";"Salade Césarine";"Filets de poulet, laitue, parmesan, sauce \"caesar\" et capsule de croûtons de pain. Allergènes : Gluten, lait, œuf, poisson et soja.\nAllergènes: Gluten, lait, œuf, poisson et soja."
"Maison Kayser - Diderot";"drink";"3,2";"Cookie chocolat noir et noix de pécan";"Cookie généreusement garni de gros morceaux de chocolat noir et de noix de pécan.\n Allergènes: Gluten, fruits à coque, lait, œufs et soja."
"Maison Kayser - Diderot";;"5,4";"Pain aux noix";"Onctuosité, croquant et douceur sont au rendez-vous dans notre pain aux noix à base de farine de tradition, levain liquide, lait et noix.\nAllergènes: Gluten, lait, fruits à coque et soja."
"Maison Kayser - Diderot";"drink";"4,5";"Eclair chocolat";"Pâte à choux garnie d'un crémeux au chocolat noir.\n Allergènes: Gluten, lait, œuf, soja, et sulfites."
"Maison Kayser - Diderot";;"2,75";"Torsade aux olives";"Une torsade aux saveurs méridionales garnie d'olives vertes et noires et imprégnée d'huile d'olive. 250g.\nAllergènes: Gluten"
"Maison Kayser - Diderot";;"4,5";"Tarte au citron";"Sur une base de pâte sucrée. \n Allergènes: Gluten, lait, œuf, fruits à coque, soja et sulfites."
"Maison Kayser - Diderot";"drink";"11";"Pochon de noisettes enrobées de chocolat";"Noisettes torréfiées enrobées de chocolat au lait ou de chocolat noir au pur beurre de cacao et soja. 150g.\nAllergènes: Fruits à coque, lait, soja. "
"Maison Kayser - Diderot";"drink";"7";"Coffret mini financiers";"Petites bouchées à la poudre d'amandes emblématiques de la maison parfumées au chocolat, à la pistache et nature dans de jolis coffrets. Quantité au choix. \nAllergènes: Gluten, œufs, lait, fruits à coque."
"Maison Kayser - Diderot";"drink";"6";"Assortiment de viennoiseries";"Croissant, pain au chocolat et pain aux raisins, réalisés à partir de levain naturel. 3 pièces.\nAllergènes: Gluten, lait, œufs et soja."
"Maison Kayser - Diderot";;"3,8";"Jus de fruits frais";"25 cl."
"Maison Kayser - Diderot";"drink";"3";"San Pellegrino";"50 cl."
"Maison Kayser - Diderot";"drink";"2,5";"Vittel";"50 cl."
"Maison Kayser - Diderot";;"7,5";"Fruits à tartiner";"Parfum au choix. 240 g."
"Maison Kayser - Diderot";"sandwich";"5,5";"Sandwich rustique";"Pain froment-sarrasin au levain, mayonnaise, poulet et tomates confites \"sandwich froid\".\n Allergènes: Gluten,  moutarde et œuf."
"Maison Kayser - Diderot";"pasta";"8,5";"Salade la pasta de Chiara";"Pâtes cuites, crème d'artichaut, mozzarella, pousses d'épinard, artichauts, tomate cerise marinée, pignons de pin. Allergènes : Gluten, fruits à coque et lait."
"Maison Kayser - Diderot";"sandwich";"5";"Sandwich mixte";"Baguette au levain, beurre, jambon cuit supérieur et comté \"sandwich froid\".\n Allergènes: Gluten, lait et moutarde."
"Maison Kayser - Diderot";"sandwich";"6";"Sandwich poulet cheddar";"Sandwich chaud: Pain ciabatta à l'huile d'olive, poulet, cheddar et crème fraîche.\n Allergènes: Gluten, lait et sésame."
"Maison Kayser - Diderot";"salad";"8,5";"Salade Baie des Anges";"Tomates, thon, œuf, tomate cerise, mayonnaise, mesclun, concombre, céleri, poivrons, radis, oignon, olives. Allergènes : Céleri, moutarde, œuf, poisson et sulfites.\nAllergènes: Céleri, moutarde, œuf, poisson et sulfites."
"Maison Kayser - Diderot";"drink";"23";"Coffret mini macarons";"Assortiments variables au gré des saisons, collection printemps/été, sélection aléatoire de parfums parmi vanille Bourbon, chocolat Grand Cru, framboise, café, caramel beurre salé, pistache, fraise Mara des bois, passion jasmin, pêche fleur d’oranger, citron menthe. Quantité au choix. \nAllergènes pouvant être présents selon l'assortiment: Fruits à coque, lait, œuf, soja, sésame et sulfites."
"Maison Kayser - Diderot";"salad";"6";"Salade œuf des beaux jours";"Brocolis, petits pois, œuf poché, roquette, sésame, graines de courge et de tournesol. Allergènes : Œuf et sésame."
"Maison Kayser - Diderot";"sandwich";"8,5";"Sandwich milanais";"Sandwich chaud: Pain rond, mozzarella, huile d'olive, escalope de dinde milanaise, tomates confites et sauce tomate.\n Allergènes:  Céleri, Gluten, lait et sésame."
"Maison Kayser - Diderot";"drink";"4,5";"Tarte chocolat noisette";"Ganache au chocolat noir et praliné feuillantine.\n Allergènes: Gluten, fruits à coque, lait, œuf et soja."
"Maison Kayser - Diderot";"crepe";"2,6";"Pavé aux céréales";"Farine de froment, levain liquide, mélange de graines: sésame, pavot, millet, lin blond, lin brun et tournesol. 250 gr.\nAllergènes: Gluten et Sésame."
"Maison Kayser - Diderot";"drink";"3,5";"Coca Cola";"50 cl."
"Maison Kayser - Diderot";"drink";"11";"Pochon d'orangettes";"Ecorces d'oranges effilées et confites enrobées de chocolat noir au pur beurre de cacao, 150g.\nAllergènes: Lait, soja. "
"Maison Kayser - Diderot";;"4,5";"Fromage blanc miel granola";"Fromage blanc 0%, miel toutes fleurs et granola fait maison \"sans huile de palme\".\n Allergènes: Gluten, lait, fruits à coque, sésame."
"Maison Kayser - Diderot";"drink";"4,5";"Tarte chocolat caramel";"Pâte sablée aux amandes, crème chocolat au lait et caramel, quenelle de crème légère.\n Allergènes: Gluten, fruits à coque, lait, œufs et soja."
"Maison Kayser - Diderot";;"6,8";"Grande brioche aux pralines roses";"Brioche traditionnelle de la région lyonnaise revisitée par la Maison Kayser.\nAllergènes: Gluten, fruits à coque, lait et œufs."
"Maison Kayser - Diderot";"salad";"6";"Salade concombre";"Concombre, vinaigrette à la moutarde à l'ancienne et aneth, servie avec petit pain au levain.\nAllergènes: Moutarde et Sulfites."
"Maison Kayser - Diderot";"drink";"21";"Assortiment amandes tube";"Amandes torréfiées enrobées de chocolat au lait ou de chocolat noir au pur beurre de cacao, 300g.\nAllergènes: Fruits à coque, lait, soja. "
"Maison Kayser - Diderot";"salad";"4,8";"Salade carottes râpées";"Carotte fraîchement râpée servie avec vinaigrette et petit pain au levain \"petite salade\".\nAllergènes: Sulfites.\n"
"Maison Kayser - Diderot";"drink";"15";"Réglette de mendiants chocolat";"Fins palets de chocolat noir ou de chocolat au lait pur beurre de cacao, agrémentés d'écorces d'orange confite, d'abricots secs, de noisettes et de pistaches. 150g.\nAllergènes: Fruits à coque, lait, soja et sulfites. "
"Maison Kayser - Diderot";"drink";"3,2";"Cookie chocolat blanc macadamia";"Cookie généreusement garni de gros morceaux de chocolat blanc et de noix de macadamia.\n Allergènes: Gluten, fruits à coque, lait, œufs et soja."
"Maison Kayser - Diderot";"drink";"6,3";"Mini viennoiserie \"assortiment\"";"Assortiment de mini viennoiseries \"mini croissants, mini pains au chocolat et mini pains aux raisins. Pour 2 ou 4 personnes.\nAllergènes: Gluten, lait, œufs et soja."
"Maison Kayser - Diderot";"crepe";"3,5";"Boule complète";"Retrouvez toutes les saveurs d'une mie brune et dense très riche en goût dans notre pain complet à base de farine complète, farine de froment et levain liquide.\nAllergènes: Gluten"
"Mamma Roma - Oberkampf";"drink";"4";"Mousse au chocolat";""
"Mamma Roma - Oberkampf";"pizza";"6,9";"Charcuterie au hasard";"1 Part de pizza charcuterie choisie par le chef selon les variétés du jour.\n1 part de pizza 10x20 cm.\n"
"Mamma Roma - Oberkampf";"drink";"2,5";"Coca Cola";"33 cl."
"Mamma Roma - Oberkampf";"pasta";"12";"Pâtes à la Bolognaise";"Bœuf."
"Mamma Roma - Oberkampf";"drink";"2,5";"Coca Cola Zero";"33 cl."
"Mamma Roma - Oberkampf";"dessert";"4";"Tiramisu Nutella";""
"Mamma Roma - Oberkampf";;"12";"Lasagnes Parmigiana \"aubergines\"";""
"Mamma Roma - Oberkampf";"pizza";"5,9";"4 formaggi";"Crème 5 fromages, mozzarella di Bufala AOC, gorgonzola, et provola piquant.\n1 part de pizza 10x20 cm. "
"Mamma Roma - Oberkampf";"pizza";"5,9";"Bufala";"Tomates, mozzarella di Bufala AOC, et basilic.\n1 part de pizza 10x20 cm. "
"Mamma Roma - Oberkampf";"salad";"10,8";"Grande assiette d'Antipasti";"Antipasti frais et variés, salades mixtes, selon les saisons."
"Mamma Roma - Oberkampf";;"5,5";"Assortiment de Petits fours Italiens";"6 pieces."
"Mamma Roma - Oberkampf";"pizza";"54,9";"12 parts de pizza";"Assortiment de pizzas du jour,  \n"
"Mamma Roma - Oberkampf";"drink";"3,5";"Tarte";"chocolat et chocolat blanc"
"Mamma Roma - Oberkampf";"drink";"2,5";"Canoli Sicilien à la nougatine";"chocola ou chocolat blanc"
"Mamma Roma - Oberkampf";;"4";"Panna Cotta";"coulis de fraises"
"Mamma Roma - Oberkampf";"drink";"2,5";"Aragostine \"feuilleté fourré Italiens\"";"Crème au chocolat."
"Mamma Roma - Oberkampf";"pizza";"38,9";"8 parts de pizza";"Assortiment de pizzas du jour.  "
"Mamma Roma - Oberkampf";"pizza";"5,9";"Végétarienne au hasard";"1 part de pizza 10x20 cm.\n"
"Mamma Roma - Oberkampf";"drink";"8,9";"Foccacia gorgonzola";"Grande foccacia : gorgonzola, rucola, jambon de Parme, tomates sechées, et crème de tomates sechées."
"Mamma Roma - Oberkampf";;"12";"Lasagnes Bolognaise";"Bœuf/porc."
"Mamma Roma - Oberkampf";;"3,5";"Foccacia nutella";""
"Mamma Roma - Oberkampf";"drink";"8,9";"Foccacia scarmoza fumée";"Grande foccacia : scarmoza fumée, rucola, jambon de Parme, tomates sechées, et crème de tomates sechées"
"Mamma Roma - Oberkampf";;"12";"Lasagnes Bufala Tomate";""
"Mamma Roma - Oberkampf";"pasta";"12";"Pâtes pomodoro et aubergines";""
"Mamma Roma - Oberkampf";;"3,5";"Peroni";"33 cl."
"Mamma Roma - Oberkampf";"drink";"2,5";"Chinotto San Pellegrino";"33 cl."
"Mamma Roma - Oberkampf";"drink";"8,9";"Foccacia mozzarella di Bufala";"Grande Foccacia : mozzarella di Bufala AOC, rucola, jambon de Parme, tomates sechées, et crème de tomates sechées.\n"
"Mamma Roma - Oberkampf";;"2,5";"Evian";"50 cl."
"Mamma Roma - Oberkampf";"drink";"9,9";"Foccacia al tartuffo";"Grande foccacia : truffe, rucola, jambon de Parme, tomates sechées, et crème de tomates sechées."
"Mamma Roma - Oberkampf";"dessert";"4";"Tiramisu classique";""
"Mamma Roma - Oberkampf";"pizza";"6,9";"Diavola";"Tomates, formage Stracchino, et ventricina \"salaison italienne\". 1 part de pizza 10x20 cm. "
"Mamma Roma - Oberkampf";"pizza";"6,9";"Patate al tartuffo";"1 part de pizza 10x20 cm.\nMozzarella di Bufala AOC, pommes de terre et sauce truffe.\n"
"Mamma Roma - Oberkampf";"drink";"2,5";"Limonata San Pellegrino";"33 cl."
"Mamma Roma - Oberkampf";"drink";"2,5";"San Pellegrino";"50 cl."
"Mamma Roma - Oberkampf";;"12";"Lasagnes Ricotta Epinards";""
"Mamma Roma - Oberkampf";"pasta";"12";"Pâtes au pesto";""
